Hidden Layers,Learning Rate,Final Loss,Final Accuracy,Test Accuracy,Execution Time
"(160, 100)",0.1,2.333037,0.1,0.10319947,1170.7592334747314
"(100, 160)",0.1,2.2550826,0.0,0.1008995,1109.1038064956665
"(100, 100)",0.1,2.1791062,0.3,0.11349947,1206.962675333023
"(100, 60)",0.1,2.3409343,0.2,0.100999504,1431.7870559692383
"(60, 60)",0.1,2.2849603,0.0,0.09739954,1348.1321918964386
